"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Shutters","Fusion, Vegetarian Friendly, Local, Cafe","Mon-Sun: 7am-10:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","Sentosa","1 Larkhill RoadAmara Sanctuary ResortSingapore (099394) ","099394","1.25212799954492","103.822016584885"
"Si Chuan Dou Hua (Beach Road)","Buffet, Chinese, Vegetarian Friendly",NA,"$$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Bugis","7500 Beach RoadSingapore (199591) ","199591","1.29945374471428","103.860070222609"
"Si Chuan Dou Hua (Kitchener Road)","Buffet, Chinese, Vegetarian Friendly","Dine-In:Mon-Sun: 11:30am-2:30pm, 6-10pmTakeaway & DeliveryMon-Sun: 11am-9pm (Last Order: 8pm)","$$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Little India","181 Kitchener RoadSingapore (208533) ","208533","1.31051681728548","103.855664683346"
"Si Wei Mao Cai","Chinese","Mon-Sun: 11am-2:30am, 5pm-11:45pm","$$","Casual Dining, Drinks, Large Parties (16+)","Chinatown, Telok Ayer","33 Mosque StreetSingapore (059511) ","059511","1.2836742371707","103.845284657434"
"Si Wei Xiao Hot Pot","Chinese, Steamboat","Mon-Sun: 11:30am-11pm","$$","Casual Dining","Chinatown","31 Mosque StreetSingapore (059509) ","059509","1.28362324984085","103.845379697557"
"Siam Kitchen (Khatib)","Thai, Halal Certified","Mon-Thu: 11:30am-3pm (Last Order: 2.30pm), 6-11pm (Last Order: 10:30pm)Fri-Sun & PH: 11:30am-11pm (Last Order: 10:30pm)","$$","Casual Dining, Kid Friendly, Quiet Dinner","Yishun","2 Yishun Close#01-01Hometeamns ClubhouseSingapore (767944)","767944","1.41470892392505","103.831102367478"
"Siam Kitchen (Lot 1)","Thai, Halal Certified","Mon-Sun: 11:30am-10pm (Last Order: 9:45pm)","$$$","Casual Dining, Kid Friendly, Quiet Dinner","Choa Chu Kang","21 Choa Chu Kang Avenue 4#02-25Lot 1Singapore (689812) ","689812","1.38493874036122","103.745022476677"
"Siam Kitchen (Safra Toa Payoh)","Thai, Halal Certified","Mon-Sun: 11:30am-3pm (Last Order: 2:45pm), 6-10pm (Last Order: 9:45pm)","$$","Casual Dining, Kid Friendly","Toa Payoh","293 Lor 6 Toa Payoh#01-04SAFRA Toa PayohSingapore (319387) ","319387","1.32980734095166","103.854404351883"
"Sichuan Alley","Chinese","Mon-Sun: 10:30am-9pm","$$","Casual Dining","Telok Ayer","51 Telok Ayer Street#01-01Singapore (048441) ","048441","1.28286636225753","103.849289233227"
"Signature Reserve","Fusion","Mon-Sat: 4-11pmClosed Sunday","$$","Business Meetings, Casual Dining, Drinks, Private Functions, Romantic Dates","Fullerton","1 Fullerton Square#01-03Fullerton HotelSingapore (049178) ","049178","1.28622855041207","103.853028067544"
"Silk Road Restaurant (Amara Singapore)","Chinese, Dim Sum","Tue-Sun: 11am-3pm, 6-9:30pmClosed Monday","$$","Casual Dining, Private Functions","Tanjong Pagar","165 Tanjong Pagar RoadLevel 2Amara HotelSingapore (088539) ","088539","1.27492765838262","103.843549530562"
"Silver Shell Cafe","Bar, Buffet, International, Seafood, Vegetarian Friendly, Local",NA,"$$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks","Sentosa","101 Siloso RoadDine On 3 at Level 3Shangri-La Rasa Sentosa, SingaporeSingapore (098970) ","098970","1.25761264764959","103.810143172769"
"Sinfonia Ristorante","Italian, Seafood, Vegetarian Friendly",NA,"$$$$$","Business Meetings, Fine Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Boat Quay, City Hall","11 Empress Place#01-01Victoria Theatre and Concert HallSingapore (179558) ","179558","1.28833992689454","103.851652282501"
"Sinpopo Brand","Fusion, Local","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","East Coast","458 Joo Chiat RoadSingapore (427671) ","427671","1.30624744336436","103.904480214307"
"Siri House","Modern Asian","Tue-Thu & Sun: 11:30am-10pmFri-Sat: 11:30am-11pmClosed Monday","$$$$","Business Meetings, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Dempsey","8D Dempsey Road#01-02Dempsey HillSingapore (249672)","249672","1.30344596637403","103.809381667358"
"Sixteen Ounces Craft Beer Bistro","American, Bar","Mon-Fri: 3:30-10:30pmSat-Sun: 11:30am-10:30pm","$$","Casual Dining, Drinks, Private Functions","Bukit Timah","398 Upper Bukit Timah RoadSingapore (678049) ","678049","1.35809134778511","103.767879290462"
"SKAI Bar","Bar","Wed-Fri: 4-10:30pmSat-Sun: 3-10:30pmClosed Monday & Tuesday","$$","Business Meetings, City Views, Drinks, Private Functions, Romantic Dates","City Hall","2 Stamford RoadLevel 70Swissotel The StamfordSingapore (178882) ","178882","1.29326862813347","103.8533651777"
"SKAI Restaurant","Bar, Modern European, Fusion, International, Seafood, Steakhouse, Vegetarian Friendly, Modern Asian, BBQ, Vegetarian","Mon-Sun: 11:30am-2:30pm, 3-5pm, 6-10:30pm","$$$$","Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","City Hall","2 Stamford RoadLevel 70Swissotel The StamfordSingapore (178882) ","178882","1.29326862813347","103.8533651777"
"SKIRT (W Singapore - Sentosa Cove)","Modern European, Fusion, Seafood","Sun-Thu: 6-10pmFri-Sat, Eve PH, PH: 6-10:30pm","$$$$$","Business Meetings, Fine Dining, Romantic Dates","Sentosa","21 Ocean WayW Singapore – Sentosa CoveSingapore (098374) ","098374","1.24615202701928","103.842698514086"
"Sky Lido","Bar, Modern European, Italian","Mon-Sun: 5-10:30pm","$$$","Al Fresco, City Views, Casual Dining, Kid Friendly, Drinks, Quiet Dinner, Romantic Dates","Outram","317 Outram Road#05-01Concorde Shopping CentreSingapore (169075) ","169075","1.28888605616528","103.834206802698"
"Sky Lounge","Bar, International","Mon-Sun: 7am-11pm","$$$","Business Meetings, City Views, Casual Dining, Drinks, Quiet Dinner, Romantic Dates","City Hall","5 Coleman StreetPeninsula Excelsior HotelSingapore (179805) ","179805","1.29201593006902","103.849820400271"
"Sky View Pavilion","Chinese, Dim Sum","Thu-Sun & PH: 11am-3pm, 5-10pmClosed Monday to Wednesday","$$$","Business Meetings, City Views, Fine Dining, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner, Large Parties (16+)","Promenade","30 Raffles Avenue#01-04Singapore FlyerSingapore (039803) ","039803","1.28967817604306","103.863412595794"
"Skyfall Rooftop Restrobar","Bar, Fusion","Mon-Sun: 12-10:30pm","$$","Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Telok Blangah","50 Telok Blangah Road#11-00Singapore (098828) ","098828","1.26617554108454","103.823800983091"
"Slake","Fusion, Southeast Asian, BBQ",NA,"$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions","Clarke Quay","20 Upper Circular Road#B1-48The RiverwalkSingapore (058416) ","058416","1.28897209658289","103.848459830887"
"Sleeping Giants (Sembawang)","Bar, Fusion, International, Local, Modern Asian","Mon-Sun: 4-10:30pm","$$","Casual Dining, Kid Friendly, Drinks","Sembawang","29 Sembawang RoadSingapore (779081) ","779081","1.40318963240062","103.817646858024"
"Smoke & Mirrors","Bar, Local","Mon-Sun: 3-10:30pm (Last Order Food: 9:15pm, Drinks: 9:30-9:45pm)Happy Hour: Mon-Fri: 3-5pm","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions","City Hall","1 St. Andrew’s Road#06-01National Gallery SingaporeSingapore (178957) ","178957","1.29065533812994","103.851708013559"
"Smokey's BBQ Joo Chiat","American, Burgers","Mon-Thu: 3pm-11pmFri: 3pm-12amSat: 11:30am-12amSun: 11:30am-11pmClosed Monday","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks","East Coast","73 Joo Chiat PlaceSingapore (427790) ","427790","1.31372922506847","103.9015638436"
"So France Claymore","Bar, French","Mon-Sun: 8am-10:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Romantic Dates","Orchard","1 Claymore DriveOrchard TowerSingapore (229594)","229594","1.30756236897064","103.829352193027"
"So France DUO","French","Mon-Fri: 8am-10:30pm Sat: 9am-10:30pmSun: 9am-9:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Private Functions, Quiet Dinner","Bugis","7 Fraser Street#01-51/56Duo GalleriaSingapore (189356) ","189356","1.29953434891664","103.85840168774"
"So Pho (Causeway Point)","Vietnamese, Halal Certified","Mon-Sun: 11am-3pm, 5-10pm","$$","Casual Dining","Woodlands","1 Woodlands Square#B1-16Causeway PointSingapore (738099) ","738099","1.43592702612215","103.786047454862"
"So Pho (Clementi Mall)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Clementi","3155 Commonwealth Ave West#04-34 & 04-K3/K4Clementi MallSingapore (129588) ","129588","1.31485322424684","103.764248201297"
"So Pho (Jem)","Vietnamese, Halal Certified","Mon-Fri: 11am-3pm, 5-10pmSat-Sun & PH: 11am-10pm","$$","Casual Dining","Jurong","50 Jurong Gateway Road#03-22JemSingapore (608549) ","608549","1.3325523295069","103.743262234833"
"So Pho (Jewel Changi Airport)","Vietnamese, Halal Certified","Mon-Fri: 11am-3pm, 5-10pmSat-Sun & PH: 11am-10pm","$$","Casual Dining","Changi","78 Airport Boulevard#B1-248Jewel Changi AirportSingapore (819666) ","819666","1.35993782064432","103.990002942162"
"So Pho (MBS)","Vietnamese","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Marina Bay","2 Bayfront Avenue #01-03/04The Shoppes at Marina Bay SandsSingapore (018972) ","018972","1.28332249857386","103.857629111139"
"So Pho (Northpoint City)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Yishun","1 Northpoint Drive#B1-182/183Northpoint CitySingapore (768019) ","768019","1.42875460572994","103.836324536111"
"So Pho (Novena Square)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Novena","238 Thomson Road#02-43/45Novena SquareSingapore (307683) ","307683","1.32045851808392","103.843840430508"
"So Pho (Paragon)","Vietnamese, Halal Certified","Mon-Sun: 10am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Orchard","290 Orchard Road#B1-20ParagonSingapore (238859) ","238859","1.30375855987932","103.835240308481"
"So Pho (Parkway Parade)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Marine Parade","80 Marine Parade Road#03-30DParkway ParadeSingapore (449269) ","449269","1.30112841266066","103.905204909662"
"So Pho (Suntec City)","Vietnamese, Halal Certified","Mon-Fri: 11am-3pm (Last Order: 2:30pm), 5-10pm (Last Order: 9:30pm)Sat-Sun & PH: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","City Hall, Esplanade","3 Temasek Boulevard#B1-126Suntec CitySingapore (038983) ","038983","1.29432416524256","103.860371993025"
"So Pho (Tampines Mall)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Tampines","4 Tampines Central 5#04-30Tampines MallSingapore (529510) ","529510","1.35267232210231","103.944387981063"
"So Pho (The Star Vista)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Buona Vista","1 Vista Exchange Green#B1-11The Star VistaSingapore (138617) ","138617","1.30695082420353","103.788287276561"
"So Pho (VivoCity)","Vietnamese, Halal Certified","Mon-Fri: 11am-3pm, 5-10pmSat-Sun & PH: 11am-10pm","$$","Casual Dining","Harbourfront","1 HarbourFront Walk#01-171/172/173/174VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"So Pho (Waterway Point)","Vietnamese, Halal Certified","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$","Casual Dining","Punggol","83 Punggol Central#01-28Waterway PointSingapore (828761) ","828761","1.40643915592695","103.902172250042"
"The Social Alley","American, Bar, Italian, Australian, Fusion, International, Vegetarian Friendly, Cafe, Modern Asian",NA,"$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions","Serangoon","151 Lorong Chuan#01-05New Tech ParkSingapore (556741) ","556741","1.35206196118771","103.860698338514"
"SOCIEATY","Bar, Chinese, Japanese, Vietnamese, International, Local, Southeast Asian, Modern Asian","Mon-Sun: 11:30am to 2:30pm, 5:30pm to 9:30pm","$$","Business Meetings, Casual Dining, Kid Friendly","Little India","1 Farrer Park Station Road#01-0AOne Farrer Hotel & SpaSingapore (217562)","217562","1.31247324104741","103.853929521964"
"Sofi Cafe + Pizza + Keto by Pasta Brava","All-Day Breakfast, Cafe",NA,"$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions","Chinatown, Club Street","33 Erskine Road#01-13The ScarletSingapore (069333) ","069333","1.28082650192656","103.845399433815"
"Sofra Turkish Cafe & Restaurant","Middle Eastern, Vegetarian Friendly, Halal Certified","Mon-Fri: 11:30am-10pm (Last Order: 9pm)Sat-Sun: 11:30am-9pm (Last Order: 8:45pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner","City Hall, Promenade, Marina Central","6 Raffles Boulevard#03-129AMarina SquareSingapore (039594) ","039594","1.29097199909542","103.857575411708"
"Sol & Luna","Bar, French, Italian, Spanish, Portuguese","Mon-Sun: 8am-11pm","$$$","Al Fresco, City Views, Casual Dining, Drinks, Romantic Dates","Raffles Place","88 Market Street#17-01Singapore (048948) ","048948","1.28391827885126","103.850009335379"
"Sol Singapore","Fusion","Mon-Sat: 5-10:30pmClosed Sunday","$$$$","Al Fresco, Business Meetings, Private Functions, Romantic Dates","Tanjong Pagar","78 Neil RoadSingapore (088841) ","088841","1.27980850557905","103.842331825742"
"Solo Ristorante","Italian","Mon-Sat: 12-2:30pm, 6-10:30pmClosed Sunday","$$$","Business Meetings, Casual Dining, Private Functions, Quiet Dinner, Romantic Dates","Telok Ayer","45 Amoy StreetSingapore (069871) ","069871","1.28041592921838","103.846971657733"
"Soseoul Korean Dining & Bar","Bar, Korean, Seafood, BBQ","Mon-Sun: 12-3pm, 5-10pm","$$$$","Fine Dining, Casual Dining, Drinks, Romantic Dates","Tanjong Pagar","49 Tras StreetSingapore (078988) ","078988","1.27809248415914","103.844540478621"
"Southbridge","Bar, Italian","Mon-Tue: 5-10:30pmWed-Sun: 4-10:30pm","$$$","Al Fresco, City Views, Drinks, Private Functions, Romantic Dates","Boat Quay","80 Boat QuayLevel 5 RooftopSingapore (049868) ","049868","1.2883864882038","103.849153897043"
"Spice Brasserie","Buffet, Chinese, Japanese, Indian, Local, Southeast Asian, BBQ","Dine-In:Fri: 6-9:30pmSat-Sun: 12-2:30pm, 6-9:30pmTakeaway & DeliveryMon-Sun: 11am-9pm (Last Order: 8pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","Little India","181 Kitchener RoadSingapore (208533) ","208533","1.31051681728548","103.855664683346"
"Spices Cafe","Buffet, International, Seafood, Local, Peranakan",NA,"$$$","Casual Dining","Orchard","100 Orchard RoadConcorde Hotel SingaporeSingapore (238840) ","238840","1.30061437384276","103.842228045431"
"Spicy House","Chinese",NA,"$$$","Casual Dining","Clarke Quay","30 Merchant Road#01-07Riverside PointSingapore (058282) ","058282","1.2892925052942","103.844167619098"
"Spicy Rock","Japanese, Fusion","Mon-Sun: 11:30am-3pm (Last Order: 2:30pm), 6-10pm (Last Order 9:30pm)","$$","Casual Dining, Drinks","City Hall","13 Stamford#B2-51Capitol PiazzaSingapore (178905) ","178905","1.29307884763132","103.851261982149"
"Spizza (Bukit Timah)","Italian","Mon-Fri: 12-2:30pm, 6-10:30pmSat, Sun & PH: 12-10:30pm","$$","Casual Dining, Kid Friendly, Drinks","Bukit Timah","271 Bukit Timah Road#01-09Balmoral PlazaSingapore (259708) ","259708","1.31643963008359","103.835487584433"
"Spizza (Jalan Kayu)","Italian","Mon-Fri: 12-2:30pm, 6-10pmSat, Sun & PH: 12-10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks","Yio Chu Kang","269 Jalan KayuSingapore (799497) ","799497","1.39711947947079","103.872938802365"
"The Spot","Bar, Modern European, Modern Asian","Mon-Sun: 11:30am-10:30pm","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Large Parties (16+)","Marina Bay","5 Straits View#01-26/27Marina One The HeartSingapore (018935) ","018935","1.27737235072298","103.852844801266"
"Spring Court","Chinese, Local, Dim Sum","Mon-Sun: 11am-2:30pm, 6-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Chinatown","52-56 Upper Cross StreetSingapore (058348) ","058348","1.28435127055659","103.844519395251"
"SPRMRKT At Dempsey Hill","Modern European, Vegetarian Friendly, Cafe","Mon-Sun: 9am-10pm","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks","Dempsey","8 Dempsey RoadSingapore (247696) ","247696","1.30417511571057","103.809526135738"
"Spruce (Hillview 2)","American, Bar, All-Day Breakfast, Vegetarian Friendly, Burgers","Mon-Fri: 10am-11pmSat-Sun & PH: 8:30am-11pm","$$","Business Meetings, Casual Dining, Drinks, Private Functions","Bukit Timah","4 Hillview Rise#01-01Hillview 2Singapore (667979) ","667979","1.36267450828024","103.76417292006"
"Spruce (Tanglin, Phoenix Park)","American, Bar, All-Day Breakfast, Vegetarian Friendly, Burgers","Mon-Fri: 10:30am-11pmSat-Sun & PH: 8:30am-11pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Tanglin","320 Tanglin RoadPhoenix ParkSingapore (247980) ","247980","1.29871772510615","103.816367940816"
"The Square @ Furama","Buffet, International, All-Day Breakfast, Vegetarian Friendly, Local","Mon-Sun: 12-2:30pm, 6-10:30pm","$$$$","Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Outram","405 Havelock RoadLevel 2Furama RiverFrontSingapore (169633) ","169633","1.28769285607795","103.836160045113"
"Ssak3 Korean BBQ","Korean, BBQ","Mon-Fri: 11:30am-2:30pm, 5-10:30pmSat-Sun & PH: 11:30am-3:30pm, 5-10:30pm","$$","Casual Dining, Kid Friendly, Drinks","Bugis","231 Bain Street#02-01Singapore (180231) ","180231","1.29680870763696","103.853601209503"
"Ssikkek Korean Grill BBQ (Tanjong Pagar)","Buffet, Korean, BBQ",NA,"$$","Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Tanjong Pagar","44 Tanjong PagarSingapore (088465) ","088465",NA,NA
"STAGE","Bar, Modern European","Sun-Thu: 4pm-2amFri-Sat: 4pm-4am","$$","Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions","Dhoby Ghaut","60 Prinsep StreetSingapore (188664) ","188664","1.29970279376036","103.849887319583"
"Stags' Room","Bar","Tue-Sun: 4-11pmClosed Monday","$$","Drinks, Private Functions, Romantic Dates","City Hall, Bugis","32 Beach RoadSingapore (189764) ","189764","1.29415243891628","103.855108379944"
"The Stamford Brasserie","French, Vegetarian Friendly, Burgers","BreakfastMon-Sun: 10-11:45amAll-Day Dining Menu Sun-Thu: 12-11:45pmFri-Sat: 12pm-1:30am","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","City Hall","2 Stamford RoadLevel 1Swissotel the StamfordSingapore (178882) ","178882","1.29326862813347","103.8533651777"
"Straits Chinese Nonya Restaurant (Esplanade Mall)","Buffet, Chinese, Vegetarian Friendly, Local, Southeast Asian, Peranakan, Zi Char","Mon-Sun: 11:30am-3pm,6-9pm","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Promenade, Marina Central","8 Raffles Ave#02-21Singapore (039802) ","039802","1.28966932376699","103.855952707685"
